record_id,source,language,brand,star_rating,text,your_label,production_label,lexicon_label,xlmr_label,vader_or_bn_label,failure_mode,why_suspect
b992147eaba163d04af89fec9e9c3aabdc5f2bdde3c2078182a5d28df2bc8190,facebook,bn,scb_bangladesh,,"""বাংলাদেশের অনেক বেসরকারি ব্যাংক বিভিন্ন চ্যালেঞ্জের মুখে থাকলেও আমার ব্যক্তিগত পর্যবেক্ষণে ব্র্যাক ব্যাংক তুলনামূলকভাবে শক্তিশালী ও স্থিতিশীল অবস্থানে আছে। সুশাসন, আধুনিক সেবা এবং দীর্ঘদিনের ভালো পারফরম্যান্সের কারণে গ্রাহকদের আস্থা অর্জন করেছে। অনেকের মধ্যে ব্যাংকিং খাত নিয়ে উদ্বেগ থাকলেও ব্র্যাক ব্যাংক সম্পর্কে আমার সে ধরনের ভয় নেই। তবে এটি আমার ব্যক্তিগত মতামত; সিদ্ধান্ত নেওয়ার আগে অবশ্যই নিজে যাচাই-বাছাই করে নেবেন।""",,positive,positive,neutral,positive,advice_marked_positive,advice_marked_positive | lex_hits=[ভালো] | flags=[advice_recommendation] | prod=positive xlmr=neutral ext=positive
0796fd3ff089c1f981017d4c71a4d4b2915a6218155e349a7896b420d8f156c6,facebook,mixed,scb_bangladesh,,18+ হলে ডাচ বাংলায় স্টুডেন্ট একাউন্ট হবে না। সোনালী যারা ব্যবহার করে তাদের থেকে ভালো তেমন কিছু শুনি নাই। you can go for IBBL,,positive,positive,neutral,negative,advice_marked_positive,"advice_marked_positive | lex_hits=[ভালো] | flags=[advice_recommendation,comparison] | prod=positive xlmr=neutral ext=negative"
c38a4f83792210494b3825b6eda864a1efde7ea4d2c6e55ed2fc10a019eab6cb,google_play,en,brac_bank,5.0,"The application offers convenient functionality with robust security measures. However, the 5G network compatibility is currently experiencing issues, and we recommend that the development team address this matter.",,positive,neutral,neutral,positive,query_marked_positive,query_marked_positive | lex_hits=[nan] | flags=[query_or_advice_seeking] | prod=positive xlmr=neutral ext=positive
504b4d6899cdc0addec0034d9f86b94b54413ec50c0c9eba1662c49311312de1,google_play,en,brac_bank,4.0,User interface is not so good. Remember login ID need to be add. No ad money option.,,positive,positive,negative,negative,negation_or_sarcasm,negation_or_sarcasm | lex_hits=[good] | flags=[negation_near_praise] | prod=positive xlmr=negative ext=negative
e80111a57ef3f6724ccecb856c6fb169041bd7991c7bf61a4d351b2d67a53662,google_play,en,brac_bank,5.0,"I am a long-time customer of BRAC Bank. I have been using BRAC Bank's Astha apps for a long time. I can do everything in the app like sending money, paying bills, turning DPS on and off. I am using it smoothly, I have not faced any problem. A very good app.",,positive,neutral,positive,positive,negation_or_sarcasm,negation_or_sarcasm | lex_hits=[good] | flags=[negation_near_praise] | prod=positive xlmr=positive ext=positive
7262144c6ce799212ef1eec4f7d925f1a6ab9b1689e38c6b8eadedb0488b8cfb,google_play,en,brac_bank,5.0,"apps is good, but not working my phone.",,positive,positive,negative,positive,negation_or_sarcasm,"negation_or_sarcasm | lex_hits=[good] | flags=[negation_near_praise,short_lexicon_positive] | prod=positive xlmr=negative ext=positive"
fd120006deff3f525017b7b128bb8abd0636195061ecb940daa8c9390cc6e4ac,google_play,en,brac_bank,5.0,One of the best (if not the best) banking apps in Bangladesh.,,positive,positive,positive,positive,negation_or_sarcasm,"negation_or_sarcasm | lex_hits=[best] | flags=[negation_near_praise,short_lexicon_positive] | prod=positive xlmr=positive ext=positive"
055e9a91e0385d498383c3e6a50ecda71386d2a1ac02c6689708c47c95faf77a,facebook,mixed,brac_bank,,"দীর্ঘ ২.৫ বছরের যাত্রা দেশের ১২টি ব্যাংকের সাথে। ব্যাংক ব্যবহারের নিয়ম জানলে খুবই স্বাচ্ছন্দ্যে ব্যবহারের একটা মাধ্যম হয়ে দাঁড়ায়। তবে কোনো ব্যাংকই পারফেক্ট না।
কোনো ব্যাংকে হয়তো এটিএম বেশি, কোনোটার অনলাইন সার্ভিস ভালো, কোনটার ফি কম বা কোনোটায় লিমিট বেশি। সবগুলাই মানুষের প্রয়োজন।
সর্বশেষ ইউসিবি ব্যাংকের গুগল ওয়ালেটে এড হওয়াটা একটা পজেটিভ দিক হলেও বাকি স্বনামধন্য ব্যাংকগুলো এখনো ওই পর্যায়ে না যেতে পারাটা আফসোসের।
এখানে ৬টা স্টুডেন্ট বাদে বাকি কার্ডগুলো কনভেনশনাল একাউন্ট। Rapid Pass এর কার্ডটা সুন্দর বলেই এড করা। সাজেশন চাইলে কমেন্ট করতে পারবেন। See less",,positive,positive,neutral,positive,comparative_not_affective,comparative_not_affective | lex_hits=[ভালো] | flags=[comparison] | prod=positive xlmr=neutral ext=positive
837846edb303956c94cda6280cf33b04a5fd4677dc40a538bf83d763e3bdb31f,google_play,en,brac_bank,4.0,Compared to other banking applications this Brac Bank Astha application is way better and easier to use,,positive,neutral,positive,positive,comparative_not_affective,comparative_not_affective | lex_hits=[nan] | flags=[comparison] | prod=positive xlmr=positive ext=positive
ffb09ea7e409a6dd256bcf064bb94528e1948bd38f936338e5965165d14860b0,google_play,en,scb_bangladesh,4.0,"Please update your App interface, it looks bland compared to other SC apps.",,positive,neutral,negative,positive,comparative_not_affective,comparative_not_affective | lex_hits=[nan] | flags=[comparison] | prod=positive xlmr=negative ext=positive
581e3729e6706cc41aa085a83c54f26c13680e162db141a6ec40c3ccb3b6659b,facebook,mixed,brac_bank,,"আপনার থেকে ফি নিবে মিনিমাম ১.৫%, এর থেকে ভালো হয় আপনি ATM withdraw করে নিলে।",,positive,positive,neutral,positive,comparative_not_affective,"comparative_not_affective | lex_hits=[ভালো] | flags=[comparison,short_lexicon_positive] | prod=positive xlmr=neutral ext=positive"
52589262b38c80d3c1cd9b1ecddb9660c654b34be4bb51a40222c04d0339741f,app_store,en,brac_bank,4.0,"Beneficiary Add
I am few time try to add beneficiary for permanent used but same problem is short name always come message no space last character try to one digit number and one to ten characters not working money in or out ok one time send money. 
This is little problem apps user 
Apps developers should get touched this point",,positive,negative,negative,negative,judge_disagreement_fp,judge_disagreement_fp | lex_hits=[nan] | flags=[nan] | prod=positive xlmr=negative ext=negative
e2102819d0d7cf712e14385f0233933e7295f6359067b02c47f6cfeccb76c9df,app_store,mixed,brac_bank,5.0,"Remittance Certificate Needed
App থেকে Tax Year এর Remittance Certificate টা Download করা গেলে বেশ একটা unique বিষয় হত কারন Bangladesh এর কোনো Banking App এ Service টা নেই",,positive,neutral,neutral,negative,judge_disagreement_fp,judge_disagreement_fp | lex_hits=[nan] | flags=[nan] | prod=positive xlmr=neutral ext=negative
a4537c8bbe58139c78196ca14e828827dd3c132fa70b547f9bd94d1992e9ac8c,facebook,bn,brac_bank,,প্রবাসী তার পরিবারের জন্য ব্র্যাক ব্যাংকে কোন একাউন্টটা করলে সব সার্ভিস ভালোভাবে পাবে এই দুইটার মধ্যে মূল পার্থক্য কি,,positive,positive,neutral,neutral,judge_disagreement_fp,judge_disagreement_fp | lex_hits=[ভালো] | flags=[nan] | prod=positive xlmr=neutral ext=neutral
45ffd6b27239c56b47539bde144e9203d5f8c8b66b53160f9ce9df50f21d564c,facebook,mixed,scb_bangladesh,,"৪ বছরের ভালোবাসার আজ ইতি টানলাম।বিদায় DBBL Visa Signature 
২০২২ সালের শেষের দিকে নিয়েছিলাম DBBL Visa Signature কার্ড কিন্তু ২০২৫ সালে এসে কার্ডের আনলিমিটেড লাউঞ্জ ফ্যাসিলিটি বাদ দিয়ে মাত্র ৮ বার করে দেয়ার চিন্তা করলাম আর হলো না আস্তে আস্তে বন্ধ করে দিবো চিন্তা করতে করতে ২০২৬ এ এসে বন্ধ করার আবেদন করলাম, এর পর শুরু হলো কার্ডের বন্ধ করতে ৬ হাজার দিতে হবে ইত্যাদি ইত্যাদি , আমি ৩ বার এনুয়েল ফি দিয়েছি তাই কার্ড বন্ধে কোন চার্জ নাই ১ সাপ্তাহে বুঝানোর পর তারা আজ ফাইনালী সব বুঝে কার্ড ক্লোজের জন্য রাখলো।
— at Sylhet, Bangladesh.",,positive,positive,neutral,negative,judge_disagreement_fp,judge_disagreement_fp | lex_hits=[ভালো] | flags=[nan] | prod=positive xlmr=neutral ext=negative
1f3f1b772a1b502c46f8d7a1c53c7cb9810d4ff4cdec29b092b0cd0ea471540e,app_store,en,brac_bank,5.0,"Best
The best app ever in bd finace sector.",,positive,positive,positive,positive,short_lexicon_positive,short_lexicon_positive | lex_hits=[best] | flags=[short_lexicon_positive] | prod=positive xlmr=positive ext=positive
5d2f92144f80e098db8bf425c63cc7bcbf1fdeb3b75f74bd25f8faafa8f2f3fb,app_store,en,brac_bank,5.0,"Best Banking App
Very easy to use and very helpful.",,positive,positive,positive,positive,short_lexicon_positive,"short_lexicon_positive | lex_hits=[best,helpful] | flags=[short_lexicon_positive] | prod=positive xlmr=positive ext=positive"
64905c6f2310738635ff606c2cbad0b4e5ab0c40d208d8411aae1da4bdfbc547,google_play,en,brac_bank,5.0,very good,,positive,positive,positive,positive,short_lexicon_positive,short_lexicon_positive | lex_hits=[good] | flags=[short_lexicon_positive] | prod=positive xlmr=positive ext=positive
a4ee925f0f39f0de14484ab61d9bf9c27f6ed09659f681863d4772bf028363ab,google_play,en,brac_bank,5.0,Good Bank,,positive,positive,positive,positive,short_lexicon_positive,short_lexicon_positive | lex_hits=[good] | flags=[short_lexicon_positive] | prod=positive xlmr=positive ext=positive
eb049b414720771a2be832fd07e087402331fb8cb0aaf814932ca747052d4ca7,facebook,en,brac_bank,,"Abu Saeed Mamun
Congratulations Apa!!!
1h",,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=positive
5467871c0de92deb86fa448fbddbbada4d42445682c45222199a00106d33b05e,facebook,en,brac_bank,,"Nurun Nahar Begum, Chief Technology Officer (CTO), has been part of BRAC Bank's journey since its earliest days, helping build the technology foundation behind the bank… See more",,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=positive
1255376ac650de19749398435faf3314687b02ad56318c329d8fb85e521a946d,facebook,mixed,brac_bank,,"ডাচ-বাংলা ব্যাংকের এই এটিএমটা আজ যেন একদম নতুনের ছোঁয়ায় ভরা।
মনে হচ্ছে পুরো মেশিনটাই নতুন টাকা দিয়ে লোড করা! 
ঈদের সময় নতুন টাকার আলাদা একটা আনন্দ আছে—
গন্ধে, ছোঁয়ায়, অনুভূতিতে একদম স্পেশাল। 
ঈদ মানেই খুশি, আর নতুন টাকা সেই খুশিকে আরো একটু বাড়িয়ে দেয়। See less",,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=positive
ef28e4bb6180d678456d90f9e5637815860d15081ce8bd5d73832e271f90577d,facebook,mixed,scb_bangladesh,,"Ami ekta premium account khulte chacchi
Ebl priority / standard chartered priority / city gem / ucb imperial
konta better hobe and keno?
note: amr kache initially 30 lakhs bdt er moto hobe but ei amount monthly maintain kora hobe na, amr 10-15 lakhs monthly maintain hobe.",,neutral,neutral,positive,neutral,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=neutral
6b2abd7538e7cad61e77448c7943a0cfecaafe45b18fe22e973c345950cdec89,facebook,en,scb_bangladesh,,A gift from Standard Chartered,,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=positive
9e2dabaad5dc748306793f461861d4464dc408d7265d95c21db67c0107ee0283,facebook,en,scb_bangladesh,,"Dear Eastern Bank Team,  
I am writing to express my heartfelt gratitude for the wonderful birthday gifts you sent me. It was a delightful surprise that truly made my special day even more memorable. I have been a proud and satisfied customer of  Eastern Bank since 2011. Over all these years, your team has consistently provided me with exceptional priority service, making me feel truly valued at every step.
​Moreover, I am deeply honored that you invite me to your exclusive ""Priority Night"" event every year. What touches my heart the most is that you also never fail to send me beautiful gifts on my birthday. These wonderful traditions show how deeply Eastern Bank cares for its loyal customers. In fact, due to the outstanding service and unparalleled care I receive from you, I have never on",,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=positive
83db18ad7bfaed0616e5caca0f9708738d2bca07da6ad8a4545bc6aa880ba257,facebook,mixed,scb_bangladesh,,National Bank credit card ব্যাবহারকারীদের অভিজ্ঞতা জানতে চাই। অগ্রীম ধন্যবাদ।,,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[query_or_advice_seeking] | prod=neutral xlmr=positive ext=positive
e9147990a6191b7e3978af3789f49be196f7d516fea0f4352d9a582e679b310c,google_play,en,brac_bank,3.0,Please solve the issue of loading abd bugs.Expect this problem this is the best banking app ever...,,neutral,neutral,positive,positive,possible_false_negative,possible_false_negative | lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=positive ext=positive
7dae6756c46f2852cb87237b5352ed7a427b1e9f56215e9b3a1d066b5c90abce,app_store,,,4.0,"Updates everyday
The only con is it keeps updating everyday!! Which is pretty annoying. Other than that it’s quite good.",,positive,positive,negative,,,lex_hits=[nan] | flags=[nan] | prod=positive xlmr=negative ext=nan
6775aaa60bb7886cfed7ffccdccdc775e161d8ccd3c79d717786169abf41e1a6,google_play,,,5.0,"Very good quality app, but the charges are high.",,positive,positive,negative,,,lex_hits=[nan] | flags=[nan] | prod=positive xlmr=negative ext=nan
2bb87f1c843025d932074b73f1106b76974fd9794abb1a54dcc69d615781f88d,google_play,,,4.0,Bikash pull money option doesn’t function now!,,positive,neutral,negative,,,lex_hits=[nan] | flags=[nan] | prod=positive xlmr=negative ext=nan
c2db2052534284cd607fa042c3064ce19f21e44010c4f32f075e798fe03afbea,google_play,,,5.0,in china it's very difficult to use this app...please fix it...even without vpn it was not working properly...at the same time other bank apps was working smoothly..thanks,,positive,neutral,negative,,,lex_hits=[nan] | flags=[nan] | prod=positive xlmr=negative ext=nan
b1f64ff71374b727b96dde7f2c21762c2d785d9bae1ec3b4b019f3bab2891935,app_store,,,1.0,"Mobile app
Worst ever app I have seen though they are claiming one of the world best banking. Need to uninstall & install frequently to do any transactions.",,negative,neutral,positive,,,lex_hits=[nan] | flags=[nan] | prod=negative xlmr=positive ext=nan
06b7b6cb4908b180feaf900e2b04c1c72092da875cfae958d52a7500d0ef619f,google_play,,,1.0,"অত্যন্ত হতাশাজনক কাস্টমার সার্ভিস! ২-৩ কর্মদিবসের মধ্যে অ্যাকাউন্ট অ্যাক্টিভ করার প্রতিশ্রুতি দেওয়া হলেও অনেক দিন পেরিয়ে গেছে কিন্তু কোনো সমাধান পাইনি। ডিজিটাল যুগে এসে একটি অ্যাকাউন্ট চালু করতে যদি এত দিন অপেক্ষা করতে হয়, তবে সেটা সত্যিই দুঃখজনক। অ্যাপের ইন্টারফেস ভালো হলেও তাদের এই ধীরগতির সার্ভিস অত্যন্ত বাজে অভিজ্ঞতা দিচ্ছে।",,negative,neutral,positive,,,lex_hits=[nan] | flags=[nan] | prod=negative xlmr=positive ext=nan
1a693dacd589fdeec6b0a6b77753fb155c353db3bb7abe5facf3db1b740c7246,google_play,,,1.0,Super,,negative,neutral,positive,,,lex_hits=[nan] | flags=[nan] | prod=negative xlmr=positive ext=nan
9b4ab232dd9d39a571522e349f5ba8b9dd24e5123c81fbddb03b85d565050ba2,google_play,,,1.0,Remove the unnecessary bloats to unlock more stars! 😂,,negative,neutral,positive,,,lex_hits=[nan] | flags=[nan] | prod=negative xlmr=positive ext=nan
e4d5c4335aacdada8934a28198f7acb2a3cceb7029b42aa8d62a3c05ee379e73,facebook,bn,brac_bank,,"বাংলাদেশের মধ্যে কোন ব্যাংকের এপ ভাল?
১. সিকিউরিটি ভাল।
২. ট্রানজেকশন লিমিট নাই।
৩. কোনো হ্যাকিং সমস্যা নাই।",,negative,negative,neutral,positive,,lex_hits=[nan] | flags=[query_or_advice_seeking] | prod=negative xlmr=neutral ext=positive
2767a50ec9fc738c21a9d0babf3aa8412441fcf786c19288bc55f08fa6665861,facebook,mixed,brac_bank,,"Pubali Pi Banking-এ বাংলা QR দিয়ে Credit Card Payment করা যাচ্ছে না?
আমি দীর্ঘদিন ধরে Pubali Bank, City Bank এবং BRAC Bank-এর ক্রেডিট কার্ড ব্যবহার করছি।
একটা বিষয় লক্ষ্য করলাম। যখন কোনো বাংলা QR স্ক্যান করি, তখন City Bank এবং BRAC Bank-এর অ্যাপে কার্ড সিলেক্ট করার অপশন (Debit/Credit) আসে। ফলে সহজেই কোন কার্ড দিয়ে পেমেন্ট করব সেটা বেছে নেওয়া যায়।
কিন্তু Pubali Pi Banking অ্যাপে বাংলা QR স্ক্যান করলে এমন কোনো কার্ড সিলেক্ট করার অপশন আসে না। তাই ক্রেডিট কার্ড দিয়ে পেমেন্ট করার সুযোগও পাচ্ছি না।
এটা কি শুধু আমার ক্ষেত্রেই হচ্ছে, নাকি সবারই একই অভিজ্ঞতা? কেউ যদি বিষয়টা সম্পর্কে জানেন বা কোনো সমাধান জানেন, জানালে উপকার হবে।
Pubali Bank যদি ভবিষ্যতে এই ফিচারটি যোগ করে, তাহলে ব্যবহারকারীদের জন্য অনেক বেশি সুবিধাজনক হবে।",,neutral,neutral,neutral,positive,,lex_hits=[nan] | flags=[advice_recommendation] | prod=neutral xlmr=neutral ext=positive
0654477ff3df98e32cd7024bcd0369082ee427c91dc783715147453ef8946610,facebook,mixed,brac_bank,,"ফাইনালি উইসিবি গুগল ওয়ালেটে চলে আসছে। ক্রেডিট, ডেবিট, ভিসা, মাস্টার এমনকি প্রিপেইড সব একসাথে সাপোর্ট দিচ্ছে। ব্রাকের মতো একটা ব্যাংক এখনও ডেবিটে কার্ডে সাপোর্ট দিতে পারল না। আর দেশের বাকি প্রথম সারির ব্যাংকগুলোর কথা কি বলবো। 
#UCB #GoogleWallet #Gpay See less",,neutral,neutral,neutral,positive,,lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=neutral ext=positive
2b4cceba587af91dcb5f32141c9d5661808b076365064cbcbc43d8bfaf626e5a,facebook,mixed,brac_bank,,"Google Wallet এ নতুন একটি ব্যাংকের সংযোজন হয়ে গেল আজকে। 
 United commercial bank PLC 
ডেবিট এবং ক্রেডিট কার্ড দুটোই এড হচ্ছে। 
পেমেন্ট এখন হবে স্মুথ See less",,neutral,neutral,neutral,positive,,lex_hits=[nan] | flags=[nan] | prod=neutral xlmr=neutral ext=positive
894ff9080ea8df1169aae852a43d373cd3a008c9a2c4faa1e69913f8061d10a9,facebook,mixed,brac_bank,,"BRAC VISA Flexi Platinum ও MTB MasterCard Titanium এই দুইটির মধ্যে কোনটি ভালো হবে? সাধারণ কেনাকাটা, রেস্তোরাঁয় খাওয়া দাওয়া আর বছরে দুই একবার ঘোরাঘুরি। দুইটির মধ্যে BRAC এর কার্ড অনেক আগে নিয়েছিলাম একটা পার্সোনাল লোনের সাথে কিন্তু কার্ড কখনো ব্যবহার করা হয়নি। আর MTB নিলাম আজকে। BRAC এর চার্জ ইয়ারলি ৩০০০ আর MTB ৫০০০ হাজার।
অনুগ্রহ করে যদি কেউ জানান তো ভালো হয়। দুইটির মধ্যে একটি বন্ধ করে দিতে চাইছি।",,positive,positive,neutral,neutral,bn_model_disagreement,bn_disagree | prod=positive bn=neutral xlmr=neutral
fdfc5d19a79f325f5624e6f41f3d77e750ba75df426b4e1391dc48cade3c563d,facebook,mixed,brac_bank,,brac এর agami account এ monthly transaction 30 বার করা যায়। আমি expense account চালাতে চাচ্ছি যাতে কোনো limit না থাকে। কোন ব্যাংক ভালো?,,positive,positive,neutral,neutral,bn_model_disagreement,bn_disagree | prod=positive bn=neutral xlmr=neutral
ac7093913c2116334488f0101a7a5536c4eaed314257390460b82d19309bc2c9,facebook,mixed,brac_bank,,"BRAC VISA Flexi Platinum ও MTB MasterCard Titanium এই দুইটির মধ্যে কোনটি ভালো হবে? সাধারণ কেনাকাটা, রেস্তোরাঁয় খাওয়া দাওয়া আর বছরে দুই একবার ঘোরাঘুরি। দুইটির মধ্যে BRAC এর কার্ড অনেক আগে নিয়েছিলাম একটা পার্সোনাল লোনের সাথে কিন্তু কার্ড কখনো ব্যবহার করা হয়নি। আর MTB নিলাম আজকে। BRAC এর চার্জ ইয়ারলি ৩০০০ আর MTB ৫০০০ হাজার।
অনুগ্রহ করে যদি কেউ জানান তো ভালো হয়। দুইটির মধ্যে একটি বন্ধ করে দিতে চাইছি।",,positive,positive,neutral,neutral,bn_model_disagreement,bn_disagree | prod=positive bn=neutral xlmr=neutral
940e382b9cbf91163425f7bde2af6a73a86c1e66d294fc9ce273c1a0d705c85c,facebook,mixed,brac_bank,,Ibbl or Brac কোন ব্যাংকের সার্ভিস সবচেয়ে ভালো?,,positive,positive,neutral,neutral,bn_model_disagreement,bn_disagree | prod=positive bn=neutral xlmr=neutral
