record_id,source,star_rating,production_label,star_implied,lexicon_label,xlmr_label,text
af41bb7ed6a5f7ea5e1dd07a051e142893460b1b2527d9e086daa27ee548149a,google_play,5,positive,positive,neutral,positive,I am very satisfied with this bank
8e4f677076ddc31582ea90bfb998c477d116fdccaddec253af485e38a9c600d4,google_play,1,negative,negative,neutral,negative,Now it says untrusted accessibility detected: App Lock. Dumb quality controller. App Lock keeps my phone safe from the wrong hands.
0ea2a74d91e9aee06ae3631196c9607659115869a6846038bfd2cfa8a6435d3c,google_play,3,neutral,neutral,neutral,positive,Very easy to use..
0ba186ae955e13504d6dc315eab2341d6d9de98481d8de9078f1c604a40724cd,google_play,3,neutral,neutral,neutral,negative,"Update is required but unable to update,also can,t open astha app due to this.kindly solve this asap ."
c3a9ecb0b21935ca2f2be945235f312980edda50bf864393b5e66cb8a6300b8f,google_play,5,positive,positive,neutral,positive,"It understands my demand. Whenever I want to know what I need, it informs me clearly."
9b4ab232dd9d39a571522e349f5ba8b9dd24e5123c81fbddb03b85d565050ba2,google_play,1,negative,negative,neutral,positive,Remove the unnecessary bloats to unlock more stars! 😂
7052d7d57572d422bf58dd7498afcc331e974dffb5a945c27e6ee78a2adadbcd,google_play,1,negative,negative,neutral,negative,Not working
276168843e97725e7e7460a3febd909c9240c6b700db7f307b4c48a549134457,google_play,5,positive,positive,neutral,positive,এই সময়ের সবচেয়ে সহজ ও নিরাপদ অ্যাপ। ধন্যবাদ ব্যাংক কর্তৃপক্ষকে।
c14335f25135657e5c4243c2fccd3cb4d566f044ba44787d339132fe2bb19c4e,google_play,1,negative,negative,neutral,negative,"ভুয়া, এক হাজার টাকা মাইর খাইছি"
fae472a3d451f4a4b210317afed72a3b877ebce637ba7c07e7f0d118bc215c86,google_play,4,positive,positive,neutral,neutral,Apps update hosse na. eta ekto solve koren
eaa07dd4874aeae9ea6b197fdaed7dac0ed015287bfe147c51b1a7158d6b17cc,google_play,1,negative,negative,neutral,negative,after the last update i can't use anymore
2e549dda8d9445936f755d826bf7002b97e7a547617a3093ed06445067c9a016,google_play,1,negative,negative,neutral,negative,cannot Install it in my iqoo 11 phone
c2db2052534284cd607fa042c3064ce19f21e44010c4f32f075e798fe03afbea,google_play,5,positive,positive,neutral,negative,in china it's very difficult to use this app...please fix it...even without vpn it was not working properly...at the same time other bank apps was working smoothly..thanks
12ca9c7c23c16cba0e89a2288b443ae12370771a5ed0f29fda02bc19e404bbe9,google_play,1,negative,negative,positive,positive,good app
132181942e29cdec906ecbc847796fef032f698a2801435f208765bf909b429f,google_play,4,positive,positive,positive,neutral,Best for NPSB but need to be smooth like Bank asia new version.
926c265897ef4e0ef75538d923d112cca008553e1415d5bdef6f249e29b6afcc,google_play,1,negative,negative,neutral,negative,"After last update, to open this app, i need to disable accessibility for several app and then turn off USB debugging just to open the app. Very long and inconvenient process, why does this app need so much security? Fix please."
0a353949d05dfb3eaddb78d8a379c3d79814696e41e3d614a79b254a657fce55,google_play,5,positive,positive,neutral,positive,"The app feels a bit slow at times, but it truly stands out as the best in terms of features. I have just one small request: please consider adding Daffodil International University to the education fee payment options."
0bd5b72856f1bff10ca375f7121ba8f257b01836d76df08a5758610ffbd2dee7,google_play,5,positive,positive,neutral,positive,nice apps
0f8216d61e6c76735ec9302f9e0031a8ad32bcf69ee272998887a8c73c0862ca,google_play,1,negative,negative,neutral,negative,পপ আপ এড ক্রস করেও সরানো যায় না। ইমার্জেন্সির সময় টাকা পাঠাতে পারছি না।
e80111a57ef3f6724ccecb856c6fb169041bd7991c7bf61a4d351b2d67a53662,google_play,5,positive,positive,neutral,positive,"I am a long-time customer of BRAC Bank. I have been using BRAC Bank's Astha apps for a long time. I can do everything in the app like sending money, paying bills, turning DPS on and off. I am using it smoothly, I have not faced any problem. A very good app."
43ca665ae1acf2ed57e58e5eee08b306e2ad0dd38b4139595107bcbdcfd0e901,google_play,1,negative,negative,neutral,negative,I can't install this app.
4ea56c082f12298ea1e88bd8922cb8bd0b61c0a450d233e9b1df390545fb6d2b,google_play,5,positive,positive,neutral,negative,can't open the app why ?
82ea59ca048c4857d9aa8817bcee85cacadd5e1e439d6b505c2f5c2f4b42b655,google_play,5,positive,positive,neutral,negative,plz help
66ed4253d30509dafacde4a3e221aaea9552eab5ef42e6696fc7f5dbc1720285,google_play,4,positive,positive,neutral,neutral,astha app solo kaj kore a chara baki sob tik ache
486de0013abdbc19c6117d01ab3b786cc18a7b200a84383f9e71fce02adfe051,google_play,4,positive,positive,negative,negative,Very slow apps need to update and lite version. loading loading play so disappointing.
c1c473d44874e67eadea75301fc79933c9976b8bcf874212ed20eddc0906e8e8,google_play,5,positive,positive,neutral,neutral,Okay.
b6be80feb0764e50ee30eb7f0f1b3d14e95749478c1c11690849b19f3e8eeda0,google_play,1,negative,negative,neutral,negative,disabled the usb debugging but still its showong the same warning again and again... trash app ever
82b4322ff7f3e23201214346d7a2b5ac91e43960f984cdb3195ac6a55a49c72b,google_play,5,positive,positive,neutral,neutral,very essaintial apps
e81d08b18eb59022eccf89fe96a837c38ae2d4fad987e7b5280e324c994b1591,google_play,5,positive,positive,neutral,positive,it's provide an awsom experience
fab9ea6e8a07d0a434e0ccb058e147254d20bc8c36101f0718d428573299e88c,google_play,1,negative,negative,neutral,negative,Used to be really smooth and easy to use. Now constantly fails to process simple requests such as transfer to other bank accounts or bkash numbers that are not beneficiary accounts. Fix this ASAP because otherwise I don't see a point of keeping this trash heap on my phone. This app is actually making me consider going full analogue when it comes to banking.
5526ff2857ad4edaa6a9d0584a9d0ed05e48764aff8ae322c1f5ac777f0fd3e6,google_play,1,negative,negative,neutral,negative,Bummer
3b2ee438996f57f37fda9305ad0a90f01cce4b028055cd209600ebd3591b4311,google_play,4,positive,positive,positive,negative,"The app was running good, but after update,the app is blocking access because it says ""USB debugging is enabled"". Please review this restriction or provide an alternative solution for users who legitimately use USB debugging. Thank you."
67c560e764836aa69bcf969e436b3e5b980a1c7ae998cfd3c375e2af4c20bc75,google_play,5,positive,positive,neutral,neutral,আমার মনে হয় ব্র্যাক ব্যাংকের আস্থা এপে যদি আপনারা আপডেট করেন তাহলে একসাথে গুগল প্লে স্টোর অ্যাপল অ্যাপ স্টোর এবং huawei অ্যাপ গ্যালারি একসাথে আপডেট দেওয়া প্রয়োজন যাতে সবাই একসাথে ব্যবহার করতে পারে এবং একসাথে আপডেট পায় ধন্যবাদ
a6659810fbaca6adc15d53694bb53f5e68e36519dd6ec9c6975c44c429e2f0c5,google_play,2,negative,negative,neutral,negative,"you will hear that this is the best banking app out there in BD, but I doubt it, as it is very slow and you will have hard time searching what you need. Also a major privacy concern is that, when you transfer fund, your available balance is by default visible under the ""pay from"" field in the form. User should have an option to whether to show or not to show their balance while fund transferring."
2dbfea3e356d1ab76ad571b5bd75b799d251758a9f1d6bd170d2c1e2bdf12c91,google_play,4,positive,positive,positive,neutral,Great app. Why cann't download Remittances Cert from app? It's very important to submit Tax Returns... Hope will take early action to download Remittance cert from Astha app...
e93a001ccc0b96b74f20ea6c850476ac12eb93722ee30994380e66a1cf60a57e,google_play,5,positive,positive,neutral,positive,this is very nice apo
18c400d821177ac18205f3beb11602ddf86f839f4b02be779e823c68182116d9,google_play,1,negative,negative,neutral,neutral,Loading time should be reduced.
f4e8937cbb81cb1a0bb78c9a68780bfbe3687ddc291fbb961f422527b2e17c7a,google_play,3,neutral,neutral,neutral,positive,Sonali bank e-wallet apps ui is more convenient!
6e55f9e3ce5c21f77d81b5b543e140dfb56a1b0b4846cecce70937e373be8d79,google_play,5,positive,positive,neutral,positive,very nice
14110ab96303838833ac5ee4e92ae115a7480fde34931ca1c0212b226dc7af79,google_play,5,positive,positive,neutral,positive,Very effective
e084f453f0c9a28cdf8b57ff3351670120f3ea0bbb8702013ec153fb4301f0d4,google_play,3,neutral,neutral,neutral,negative,What is usb debugging? After the update I cannot open the app.
50afa1ebd72333f766f15cf2498587e8384d0a935c6c4563c1e1732e8d30e14d,google_play,1,negative,negative,neutral,neutral,Change app name. Give it a fresh shot
b09d52eb4d68d20bbd18f0ff6e2b29733d541bdf19987739d737490e0d3e7875,google_play,1,negative,negative,neutral,negative,Now you guys can't handle a password manager. Am I supposed to memorize 14 random characters? What is this nonsense. Where's my 0 star option?
c61c399faa36d365078817a4dd84cb985fd7184b20cadf07a469047ac8a7ef44,google_play,1,negative,negative,neutral,negative,"I have been using the BRAC Bank Astha app for the past six months and rely on it for daily online transactions. The biggest issue is the extremely slow loading time. Almost every screen and every switch between options takes too long, making the app frustrating to use. Please fix the loading issue as the highest priority. A Card On/Off feature would also be a great addition. Lastly, the UI/UX needs to be more modern, intuitive, and user-friendly, reflecting the standards of a leading bank."
01b58bde9f7b5f384ec0fe1cb60ac62721ac5bcac447eda05b8eb72c5cc0ec65,google_play,1,negative,negative,neutral,negative,As a developer I have to keep USB Debugging on all the time. Why are you forcing us to disable it?
c77a26ff56e161562093515fc1e4f4e1ac3bd09ade753e498256f42c557d69d7,google_play,5,positive,positive,neutral,positive,nice app
b7a5425c8d020a0f6d7a21b1989521bd8b3408afb63e0be2963b91c3ba8a5a8c,google_play,5,positive,positive,neutral,negative,very poor
bde0ea71ea3dd05c4475cf596a394dd6b01748432983c0daffb6b204b872ac63,google_play,1,negative,negative,neutral,negative,"It's really annoying app, wasting time, lost of valuable energy"
3674ed526306630e2df0960b89d10e558b675d037caab606ccea6c5bab17391b,google_play,3,neutral,neutral,negative,negative,"very slow, please update & improve the quality , give us the option to change the otp number from the app. thank you."
3bf6a2818d4cb877dd17f2349b4a0a7509fc4a8e50fe2d6bcb58b40a20d6763c,google_play,1,negative,negative,neutral,negative,The last update has a bug please fix this issue my phone is a Xiaomi note 10 lite
032725a5e0374e0bccfa064ab3c55c3fa407df86cf34a2a1c0e9510a8d1612b6,google_play,2,negative,negative,positive,negative,I love to give 4 star but the recent update is a total nonsense. It asks to disable an app that I'm using for years for the sake of security. City bank did the same thing few months back then they put a choice. Please update the app and remove this unnecessary protocol.
93578bde78fa2d985bc0f9add3750724a6ea0341425443733bd78d1790e44fca,google_play,5,positive,positive,neutral,positive,so nice app
8a4c3cf97ef51ac8c12a49b3682ec782c6e1595db1f14dd30c8c293ad345145f,google_play,2,negative,negative,neutral,positive,"BDT to USD, koro nahole tmr make xude debo 🤬"
58c538c31bd2380c928241b47b56628c31c98293bc477f2f5514c41ce5ad12e6,google_play,1,negative,negative,neutral,negative,"I am unable to use the BRAC Bank Aastha app because it incorrectly detects an untrusted accessibility service. The app reports com.camel.corp.universalcopy as enabled, but this app is not installed on my device and does not appear in Accessibility settings or the installed apps list. As a result, I cannot access my banking services. This appears to be a false detection or compatibility issue. Please investigate this security check and provide a solution, as it is preventing legitimate users from"
ae7b36ac6ff53a24a0872826ebc058763228546a163d73c3c01b803291afced6,google_play,1,negative,negative,neutral,negative,Not open my App
13403c277e44a4ae643a4f5daacc793bfb2df72b19d9c79392c2440933459dab,google_play,1,negative,negative,neutral,negative,"Password box is not encrypted, as while typing password - test suggestions appear now which was not like this before. It should be secured input field while typing password. A worse update which should be fixed."
4924cc23cf19a4e1a26c54b66858b0ba9fd65e01d8eb907bd299034b75a59951,google_play,5,positive,positive,neutral,neutral,Number 1 App in Bangladesh
f320fe82fa6d6bb1cfdda5736b035aa089daeea43edf12f1bfefbaece896f8b4,google_play,5,positive,positive,neutral,neutral,appreciation active on registration active
47d1786a36e59f798640b70f95e8fe8a64f9bfa11633c1184d8fc7a342e59407,google_play,3,neutral,neutral,neutral,negative,there are issues with log in every time I have changed my password. Customer care getting worse about Astha day by day.
1e6f2575c6828cf9e690236606d87f0654edffcb239a811ca3ab96590111aea8,google_play,2,negative,negative,neutral,negative,দিন দিন স্লো হয়ে যাচ্ছে
1c3deeec56d2849916844aed22a188079ef9a7bb785c2138f0a10f28a681965e,google_play,1,negative,negative,neutral,positive,"After the recent update, the app no longer opens on my Android device and displays an ""Untrusted Service Detected"" message. I have verified that there are no suspicious or unauthorized applications installed on my phone. The app was working perfectly before this update. Such critical changes should be thoroughly tested across different devices and environments before being released to customers. I would appreciate it if your team could investigate this issue and provide a resolution ASAP."
a122384a45a1535dab713d8c8ad3a6052511b90c7c0cf023d0227c0c46755924,google_play,1,negative,negative,neutral,negative,"This was a great App. But in the name of security this app have introduced several new restrictions that has made the app extremely slow and frustrating to operate. One of them is having a password manager on in accessibility. I have to turn off my password manager from accessibility settings. I have never seen such nonsense restrictions from any other banking app. This is a banking app, make the app do what it's supposed to. Nothing more,whay?"
dde70b46a67d2f8a7668c2e14fdd2dedc89fb5bf8f21761dc8961e20f7a700bd,google_play,5,positive,positive,neutral,positive,❤️❤️❤️❤️❤️❤️
bbf7fa95631b408f7fadff310d40a68f7c700c78c10e0c0b4c461b9fb82cc438,google_play,1,negative,negative,neutral,negative,"Another ridiculous decision from brac developers who blocks Bitwarden, the most popular open source password manager (5M+ downloads and 4.7 rating) because of having accessibility access. Myself. being a security researcher, asking to sack whole security department who don't have any knowledge about security (lamely blocked email otp but allowsled SMS one before)! The app is unusable now!"
275a5ed24929192958eefc5d34de84fba6528697d346f1a9d14895319e4a9768,google_play,1,negative,negative,neutral,negative,"other apps jonno ei app run kore na, faltu app"
8704b632ab5e3f611c5efb0d9b5a8679d16bff4ccaa82db6cf07aba106c5d258,google_play,3,neutral,neutral,neutral,positive,"I would also like to suggest adding some useful self-service features, such as: Add Money from cards or other bank accounts. The ability to change the registered email address directly from the app. The ability to update the registered mobile number through secure verification. Better account management options, including the ability to hide or remove closed accounts from the dashboard. More customization options and a modern dashboard."
dba4f1ca490b013958433e15a1b8cb84cb9bebfa3cba460cc5cf1aefbe926feb,google_play,5,positive,positive,positive,neutral,opan requist fast
a793bcfe9dd37e961c098f0b42bdd02fd9382b6255d362c5e5e91297f7307932,google_play,3,neutral,neutral,neutral,negative,I am having trouble logging into the app from outside the country.
88c4f771c89aebc7a89e73b9a31e40a3258a51069a65bf25fd6dca5f449ba870,google_play,5,positive,positive,neutral,positive,Super
ce638079e6a09f81b8486373282ee76acf5a2a2e274d81889180592f6c5e5ba1,google_play,5,positive,positive,neutral,positive,number one👌
a45ac4a45e2f7d035360261d5a2131f4d9df889997098717683ca26fcb1064b0,google_play,2,negative,negative,neutral,negative,"দুপুর ৩ টা থেকে চেষ্টা করতেছি,এখন হল সন্ধ্যা ৬ টা। খুব জরুরী টাকা পাঠাতে হবে তাও হসপিটালে চিকিৎসার জন্য।আশে পাশে কোন ব্রান্সও নাই।মোবাইলে ডাটা দিয়ে সবধরণের এ্যাপস ব্যবহার করা গেলেও এই এ্যাপসে কোন ভাবে প্রবেশ করা যাচ্ছে না।এইরকম বহুবার হয়েছে।এইরকম হলে ব্রাকের আস্তার উপর মানুষের আস্তা থাকবে না।"
aa3788d9ab82978cc4fd7c0211105b7aaf40bec9f1c0f0ecb422618b93c04f97,google_play,1,negative,negative,neutral,negative,"This was a great App. But in the name of security this app have introduced several new restrictions that has made the app extremely slow and frustrating to operate. One of them is having a password manager on in accessibility. I have to turn off my password manager from accessibility settings. I have never seen such nonsense restrictions from any other banking app. This is a banking app, make the app do what it's supposed to. Nothing more."
8f83debbb31210c5abb74169e4ba70f89e251bad9e8735647e0d292da05ac22d,google_play,3,neutral,neutral,neutral,negative,Good but UI and apps opening very slow.. And it's not updating desing UI desing is very poor
22b4ea6f586fb5653bba0d4cb03c88793c718bf41c4f054ff95298428c28c2e3,google_play,3,neutral,neutral,neutral,negative,Super Slow App. Need to make faster.
8b46eb88049fe02e45bbb82e21e9f5e7414a5b975e574b1c48f724602ba5a5a2,google_play,1,negative,negative,neutral,neutral,"সিকিউরিটির নামে বাল ফালানো বাদ দিয়া এক্সপেরিয়ান্সের দিক নজর দে। রিমোট সফটওয়ার ইনষ্টল থাকলে অন হবেনা, ইউএসবি ডিবাগ অন থাকলে লগিন হবেনা, অথচ বালের SMS থেকে OTP Autofill ঠিকমত কাজ করেনা। চুদিরভাইয়ের বালফালা ডেভলোপার। সিকিউরিটির বাল বোঝে।"
1d37188682a8bf86ffb5e538e647d2b417b078810616a09f3b3c9a6eed240745,google_play,1,negative,negative,neutral,negative,Unable to use Astha if any other apps have accessibility access enabled
0fb46cb8a8977d85c09c2eb3359f98b576a437cb8c2c488e6f8cd3bed835def1,google_play,3,neutral,neutral,neutral,negative,"Your apps service is fine but it takes a long time to load, it is very annoying. Please fix this and keep an eye on your customers."
a482788359a09456adde7c6b6053177646da9cfe1ebb4ae9e62864b40c509878,google_play,4,positive,positive,neutral,positive,User friendly app
4426921e1ad0e9d3fa6c09f6a907bf365a1a72a630ca9081781b3cad9a53b5d1,google_play,5,positive,positive,neutral,negative,"in last update, in my android phone have Windows RDP app installed and not able to open Astha app. It's a annoying situation. please solve it ASAP."
38a7e6fcd791e6dae824debb7e7a14a57e1febb8307c773d26e21f913860fd97,google_play,2,negative,negative,neutral,negative,App just keep loading on every action. I think it is still using web wrapper instead of a full fledged app
7262144c6ce799212ef1eec4f7d925f1a6ab9b1689e38c6b8eadedb0488b8cfb,google_play,5,positive,positive,positive,negative,"apps is good, but not working my phone."
